sku_id,date,type,length_days
FRZ-005,2024-09-07,stockout,2
FRZ-005,2024-09-09,delivery_surge,2
FRZ-005,2024-10-11,stockout,1
FRZ-005,2024-10-12,delivery_surge,2
FRZ-005,2025-06-22,stockout,2
FRZ-005,2025-06-24,delivery_surge,2
FRZ-005,2025-06-03,stockout,2
FRZ-005,2025-06-05,delivery_surge,2
FRZ-005,2025-08-22,stockout,2
FRZ-005,2025-08-24,delivery_surge,2
FRZ-005,2025-03-22,stockout,2
FRZ-005,2025-03-24,delivery_surge,2
FRZ-005,2025-11-19,stockout,3
FRZ-005,2025-11-22,delivery_surge,2
FRZ-005,2025-10-22,stockout,2
FRZ-005,2025-10-24,delivery_surge,2
FRZ-005,2026-04-15,stockout,3
FRZ-005,2026-04-18,delivery_surge,2
FRZ-005,2025-11-24,promo_spike,3
FRZ-005,2025-02-14,promo_spike,3
FRZ-005,2024-09-12,promo_spike,3
FRZ-005,2024-10-26,promo_spike,3
FRZ-005,2026-03-16,promo_spike,3
FRZ-005,2025-08-04,promo_spike,3
FRZ-005,2025-07-15,promo_spike,3
FRZ-006,2024-10-24,stockout,3
FRZ-006,2024-10-27,delivery_surge,2
FRZ-006,2025-11-22,stockout,3
FRZ-006,2025-11-25,delivery_surge,2
FRZ-006,2025-12-31,stockout,3
FRZ-006,2026-01-03,delivery_surge,2
FRZ-006,2026-03-06,stockout,3
FRZ-006,2026-03-09,delivery_surge,2
FRZ-006,2024-08-15,stockout,1
FRZ-006,2024-08-16,delivery_surge,2
FRZ-006,2025-03-03,stockout,1
FRZ-006,2025-03-04,delivery_surge,2
FRZ-006,2025-12-24,stockout,2
FRZ-006,2025-12-26,delivery_surge,2
FRZ-006,2024-10-31,promo_spike,3
FRZ-006,2025-08-03,promo_spike,3
FRZ-006,2026-04-17,promo_spike,3
FRZ-006,2026-02-06,promo_spike,3
FRZ-006,2025-12-19,promo_spike,3
FRZ-006,2025-05-17,promo_spike,3
FRZ-007,2026-01-06,stockout,2
FRZ-007,2026-01-08,delivery_surge,2
FRZ-007,2026-02-19,stockout,3
FRZ-007,2026-02-22,delivery_surge,2
FRZ-007,2025-04-18,stockout,3
FRZ-007,2025-04-21,delivery_surge,2
FRZ-007,2024-11-18,stockout,3
FRZ-007,2024-11-21,delivery_surge,2
FRZ-007,2026-05-01,stockout,2
FRZ-007,2026-05-03,delivery_surge,2
FRZ-007,2024-06-25,stockout,3
FRZ-007,2024-06-28,delivery_surge,2
FRZ-007,2026-01-21,promo_spike,3
FRZ-007,2025-08-05,promo_spike,3
FRZ-007,2025-11-13,promo_spike,3
FRZ-007,2025-11-05,promo_spike,3
FRZ-007,2024-10-13,promo_spike,3
FRZ-007,2024-09-28,promo_spike,3
FRZ-008,2025-03-26,stockout,2
FRZ-008,2025-03-28,delivery_surge,2
FRZ-008,2026-02-27,stockout,1
FRZ-008,2026-02-28,delivery_surge,2
FRZ-008,2024-07-11,stockout,1
FRZ-008,2024-07-12,delivery_surge,2
FRZ-008,2024-12-27,stockout,2
FRZ-008,2024-12-29,delivery_surge,2
FRZ-008,2025-10-21,stockout,2
FRZ-008,2025-10-23,delivery_surge,2
FRZ-008,2026-03-30,stockout,1
FRZ-008,2026-03-31,delivery_surge,2
FRZ-008,2026-02-27,stockout,1
FRZ-008,2026-02-28,delivery_surge,2
FRZ-008,2025-04-22,stockout,2
FRZ-008,2025-04-24,delivery_surge,2
FRZ-008,2025-09-25,stockout,3
FRZ-008,2025-09-28,delivery_surge,2
FRZ-008,2026-02-25,stockout,1
FRZ-008,2026-02-26,delivery_surge,2
FRZ-008,2025-08-14,promo_spike,3
FRZ-008,2025-06-21,promo_spike,3
FRZ-008,2025-11-11,promo_spike,3
FRZ-008,2024-12-10,promo_spike,3
FRZ-008,2024-11-14,promo_spike,3
FRZ-008,2025-05-26,promo_spike,3
FRZ-009,2025-05-14,stockout,2
FRZ-009,2025-05-16,delivery_surge,2
FRZ-009,2025-06-16,stockout,3
FRZ-009,2025-06-19,delivery_surge,2
FRZ-009,2025-02-13,stockout,1
FRZ-009,2025-02-14,delivery_surge,2
FRZ-009,2024-08-01,stockout,1
FRZ-009,2024-08-02,delivery_surge,2
FRZ-009,2025-12-22,stockout,3
FRZ-009,2025-12-25,delivery_surge,2
FRZ-009,2025-08-04,stockout,3
FRZ-009,2025-08-07,delivery_surge,2
FRZ-009,2024-06-05,stockout,1
FRZ-009,2024-06-06,delivery_surge,2
FRZ-009,2024-07-03,promo_spike,3
FRZ-009,2025-07-19,promo_spike,3
FRZ-009,2026-05-12,promo_spike,3
FRZ-009,2025-08-08,promo_spike,3
FRZ-009,2024-10-11,promo_spike,3
FRZ-009,2024-08-10,promo_spike,3
FRZ-009,2025-08-09,promo_spike,3
FRZ-010,2024-08-06,stockout,3
FRZ-010,2024-08-09,delivery_surge,2
FRZ-010,2025-07-25,stockout,3
FRZ-010,2025-07-28,delivery_surge,2
FRZ-010,2025-08-15,stockout,1
FRZ-010,2025-08-16,delivery_surge,2
FRZ-010,2024-11-19,stockout,3
FRZ-010,2024-11-22,delivery_surge,2
FRZ-010,2025-09-19,stockout,2
FRZ-010,2025-09-21,delivery_surge,2
FRZ-010,2024-11-19,stockout,1
FRZ-010,2024-11-20,delivery_surge,2
FRZ-010,2025-06-19,promo_spike,3
FRZ-010,2025-06-22,promo_spike,3
FRZ-010,2024-05-24,promo_spike,3
FRZ-010,2025-04-23,promo_spike,3
FRZ-010,2026-04-17,promo_spike,3
FRZ-010,2025-03-18,promo_spike,3
FRS-001,2024-10-04,stockout,1
FRS-001,2024-10-05,delivery_surge,2
FRS-001,2024-08-14,stockout,1
FRS-001,2024-08-15,delivery_surge,2
FRS-001,2026-01-10,stockout,3
FRS-001,2026-01-13,delivery_surge,2
FRS-001,2025-03-01,stockout,2
FRS-001,2025-03-03,delivery_surge,2
FRS-001,2026-03-08,stockout,2
FRS-001,2026-03-10,delivery_surge,2
FRS-001,2025-05-11,stockout,1
FRS-001,2025-05-12,delivery_surge,2
FRS-001,2025-03-13,promo_spike,3
FRS-001,2024-09-22,promo_spike,3
FRS-001,2025-01-14,promo_spike,3
FRS-001,2025-01-23,promo_spike,3
FRS-001,2025-06-05,promo_spike,3
FRS-001,2024-09-24,promo_spike,3
FRS-001,2025-04-08,promo_spike,3
FRS-002,2024-11-16,stockout,3
FRS-002,2024-11-19,delivery_surge,2
FRS-002,2025-11-22,stockout,3
FRS-002,2025-11-25,delivery_surge,2
FRS-002,2025-08-23,stockout,1
FRS-002,2025-08-24,delivery_surge,2
FRS-002,2025-03-24,stockout,2
FRS-002,2025-03-26,delivery_surge,2
FRS-002,2024-08-22,stockout,3
FRS-002,2024-08-25,delivery_surge,2
FRS-002,2024-09-22,stockout,3
FRS-002,2024-09-25,delivery_surge,2
FRS-002,2025-02-01,promo_spike,3
FRS-002,2025-01-11,promo_spike,3
FRS-002,2024-11-12,promo_spike,3
FRS-002,2025-04-23,promo_spike,3
FRS-002,2025-04-06,promo_spike,3
FRS-002,2025-12-03,promo_spike,3
FRS-002,2025-07-10,promo_spike,3
FRS-003,2025-01-13,stockout,1
FRS-003,2025-01-14,delivery_surge,2
FRS-003,2026-01-05,stockout,1
FRS-003,2026-01-06,delivery_surge,2
FRS-003,2024-12-15,stockout,1
FRS-003,2024-12-16,delivery_surge,2
FRS-003,2025-03-20,stockout,1
FRS-003,2025-03-21,delivery_surge,2
FRS-003,2025-11-08,stockout,3
FRS-003,2025-11-11,delivery_surge,2
FRS-003,2024-10-05,stockout,2
FRS-003,2024-10-07,delivery_surge,2
FRS-003,2024-12-12,stockout,1
FRS-003,2024-12-13,delivery_surge,2
FRS-003,2026-02-09,stockout,2
FRS-003,2026-02-11,delivery_surge,2
FRS-003,2026-03-28,stockout,1
FRS-003,2026-03-29,delivery_surge,2
FRS-003,2025-07-10,promo_spike,3
FRS-003,2026-01-07,promo_spike,3
FRS-003,2024-12-21,promo_spike,3
FRS-003,2026-03-24,promo_spike,3
FRS-003,2024-07-31,promo_spike,3
FRS-003,2024-11-06,promo_spike,3
FRS-003,2025-11-08,promo_spike,3
FRS-004,2026-03-10,stockout,1
FRS-004,2026-03-11,delivery_surge,2
FRS-004,2024-07-14,stockout,2
FRS-004,2024-07-16,delivery_surge,2
FRS-004,2026-02-10,stockout,2
FRS-004,2026-02-12,delivery_surge,2
FRS-004,2025-06-24,stockout,2
FRS-004,2025-06-26,delivery_surge,2
FRS-004,2025-11-13,stockout,1
FRS-004,2025-11-14,delivery_surge,2
FRS-004,2025-09-22,stockout,1
FRS-004,2025-09-23,delivery_surge,2
FRS-004,2025-08-09,promo_spike,3
FRS-004,2025-05-26,promo_spike,3
FRS-004,2025-02-04,promo_spike,3
FRS-004,2025-04-25,promo_spike,3
FRS-004,2026-03-14,promo_spike,3
FRS-004,2024-12-13,promo_spike,3
FRS-004,2025-07-06,promo_spike,3
FRS-004,2025-12-06,promo_spike,3
FRS-005,2024-08-08,stockout,3
FRS-005,2024-08-11,delivery_surge,2
FRS-005,2025-05-05,stockout,2
FRS-005,2025-05-07,delivery_surge,2
FRS-005,2024-10-10,stockout,2
FRS-005,2024-10-12,delivery_surge,2
FRS-005,2024-10-07,stockout,2
FRS-005,2024-10-09,delivery_surge,2
FRS-005,2026-02-19,stockout,2
FRS-005,2026-02-21,delivery_surge,2
FRS-005,2026-03-13,stockout,3
FRS-005,2026-03-16,delivery_surge,2
FRS-005,2024-09-29,stockout,2
FRS-005,2024-10-01,delivery_surge,2
FRS-005,2024-12-19,stockout,3
FRS-005,2024-12-22,delivery_surge,2
FRS-005,2024-07-02,stockout,3
FRS-005,2024-07-05,delivery_surge,2
FRS-005,2026-04-20,stockout,1
FRS-005,2026-04-21,delivery_surge,2
FRS-005,2026-01-19,promo_spike,3
FRS-005,2024-08-09,promo_spike,3
FRS-005,2024-11-19,promo_spike,3
FRS-005,2025-07-06,promo_spike,3
FRS-005,2025-09-30,promo_spike,3
FRS-005,2025-10-12,promo_spike,3
FRS-006,2025-04-07,stockout,3
FRS-006,2025-04-10,delivery_surge,2
FRS-006,2026-03-29,stockout,2
FRS-006,2026-03-31,delivery_surge,2
FRS-006,2024-09-10,stockout,3
FRS-006,2024-09-13,delivery_surge,2
FRS-006,2025-09-05,stockout,3
FRS-006,2025-09-08,delivery_surge,2
FRS-006,2025-12-31,stockout,1
FRS-006,2026-01-01,delivery_surge,2
FRS-006,2025-07-20,stockout,3
FRS-006,2025-07-23,delivery_surge,2
FRS-006,2025-11-16,stockout,2
FRS-006,2025-11-18,delivery_surge,2
FRS-006,2024-06-18,stockout,1
FRS-006,2024-06-19,delivery_surge,2
FRS-006,2025-06-06,stockout,1
FRS-006,2025-06-07,delivery_surge,2
FRS-006,2025-12-08,stockout,1
FRS-006,2025-12-09,delivery_surge,2
FRS-006,2025-06-22,promo_spike,3
FRS-006,2025-04-17,promo_spike,3
FRS-006,2024-09-11,promo_spike,3
FRS-006,2025-11-01,promo_spike,3
FRS-006,2025-02-04,promo_spike,3
FRS-006,2025-02-13,promo_spike,3
FRS-006,2024-05-19,promo_spike,3
FRS-007,2025-12-08,stockout,1
FRS-007,2025-12-09,delivery_surge,2
FRS-007,2026-04-15,stockout,3
FRS-007,2026-04-18,delivery_surge,2
FRS-007,2024-05-28,stockout,1
FRS-007,2024-05-29,delivery_surge,2
FRS-007,2025-11-22,stockout,3
FRS-007,2025-11-25,delivery_surge,2
FRS-007,2026-01-02,stockout,3
FRS-007,2026-01-05,delivery_surge,2
FRS-007,2024-11-09,stockout,3
FRS-007,2024-11-12,delivery_surge,2
FRS-007,2025-02-16,stockout,1
FRS-007,2025-02-17,delivery_surge,2
FRS-007,2025-03-05,promo_spike,3
FRS-007,2026-02-01,promo_spike,3
FRS-007,2024-07-02,promo_spike,3
FRS-007,2024-06-20,promo_spike,3
FRS-007,2026-02-13,promo_spike,3
FRS-007,2024-05-23,promo_spike,3
FRS-008,2025-11-15,stockout,3
FRS-008,2025-11-18,delivery_surge,2
FRS-008,2025-12-18,stockout,2
FRS-008,2025-12-20,delivery_surge,2
FRS-008,2024-09-17,stockout,1
FRS-008,2024-09-18,delivery_surge,2
FRS-008,2026-01-25,stockout,2
FRS-008,2026-01-27,delivery_surge,2
FRS-008,2025-06-30,stockout,3
FRS-008,2025-07-03,delivery_surge,2
FRS-008,2025-04-23,stockout,2
FRS-008,2025-04-25,delivery_surge,2
FRS-008,2026-04-06,stockout,3
FRS-008,2026-04-09,delivery_surge,2
FRS-008,2024-11-07,stockout,1
FRS-008,2024-11-08,delivery_surge,2
FRS-008,2024-11-01,promo_spike,3
FRS-008,2026-05-09,promo_spike,3
FRS-008,2026-03-01,promo_spike,3
FRS-008,2025-09-30,promo_spike,3
FRS-008,2025-03-19,promo_spike,3
FRS-008,2024-08-04,promo_spike,3
FRS-008,2026-01-05,promo_spike,3
FRS-008,2025-09-09,promo_spike,3
FRS-009,2024-07-05,stockout,3
FRS-009,2024-07-08,delivery_surge,2
FRS-009,2025-04-29,stockout,1
FRS-009,2025-04-30,delivery_surge,2
FRS-009,2025-02-11,stockout,1
FRS-009,2025-02-12,delivery_surge,2
FRS-009,2024-10-16,stockout,3
FRS-009,2024-10-19,delivery_surge,2
FRS-009,2025-02-18,stockout,2
FRS-009,2025-02-20,delivery_surge,2
FRS-009,2025-12-02,stockout,1
FRS-009,2025-12-03,delivery_surge,2
FRS-009,2025-01-22,stockout,1
FRS-009,2025-01-23,delivery_surge,2
FRS-009,2026-03-26,stockout,1
FRS-009,2026-03-27,delivery_surge,2
FRS-009,2024-10-29,stockout,2
FRS-009,2024-10-31,delivery_surge,2
FRS-009,2026-03-30,promo_spike,3
FRS-009,2024-10-09,promo_spike,3
FRS-009,2025-04-07,promo_spike,3
FRS-009,2025-04-10,promo_spike,3
FRS-009,2024-11-22,promo_spike,3
FRS-009,2025-11-22,promo_spike,3
FRS-009,2025-09-23,promo_spike,3
FRS-009,2025-11-16,promo_spike,3
FRS-010,2024-07-23,stockout,2
FRS-010,2024-07-25,delivery_surge,2
FRS-010,2025-10-06,stockout,3
FRS-010,2025-10-09,delivery_surge,2
FRS-010,2025-11-25,stockout,2
FRS-010,2025-11-27,delivery_surge,2
FRS-010,2026-02-26,stockout,1
FRS-010,2026-02-27,delivery_surge,2
FRS-010,2025-03-29,stockout,1
FRS-010,2025-03-30,delivery_surge,2
FRS-010,2025-08-08,stockout,3
FRS-010,2025-08-11,delivery_surge,2
FRS-010,2026-02-11,stockout,1
FRS-010,2026-02-12,delivery_surge,2
FRS-010,2026-03-25,stockout,3
FRS-010,2026-03-28,delivery_surge,2
FRS-010,2026-02-13,promo_spike,3
FRS-010,2025-06-15,promo_spike,3
FRS-010,2026-04-09,promo_spike,3
FRS-010,2024-07-09,promo_spike,3
FRS-010,2024-06-02,promo_spike,3
FRS-010,2025-10-30,promo_spike,3
AMB-001,2024-12-16,stockout,3
AMB-001,2024-12-19,delivery_surge,2
AMB-001,2025-12-08,stockout,1
AMB-001,2025-12-09,delivery_surge,2
AMB-001,2025-05-31,stockout,1
AMB-001,2025-06-01,delivery_surge,2
AMB-001,2026-01-29,stockout,3
AMB-001,2026-02-01,delivery_surge,2
AMB-001,2025-12-27,stockout,2
AMB-001,2025-12-29,delivery_surge,2
AMB-001,2025-08-20,stockout,1
AMB-001,2025-08-21,delivery_surge,2
AMB-001,2025-08-24,stockout,3
AMB-001,2025-08-27,delivery_surge,2
AMB-001,2024-07-06,stockout,3
AMB-001,2024-07-09,delivery_surge,2
AMB-001,2024-12-09,promo_spike,3
AMB-001,2025-03-16,promo_spike,3
AMB-001,2025-04-04,promo_spike,3
AMB-001,2024-09-08,promo_spike,3
AMB-001,2024-10-05,promo_spike,3
AMB-001,2025-09-18,promo_spike,3
AMB-001,2024-11-11,promo_spike,3
AMB-001,2025-09-25,promo_spike,3
AMB-002,2025-06-21,stockout,1
AMB-002,2025-06-22,delivery_surge,2
AMB-002,2025-07-31,stockout,1
AMB-002,2025-08-01,delivery_surge,2
AMB-002,2024-06-13,stockout,3
AMB-002,2024-06-16,delivery_surge,2
AMB-002,2025-03-12,stockout,1
AMB-002,2025-03-13,delivery_surge,2
AMB-002,2024-08-26,stockout,2
AMB-002,2024-08-28,delivery_surge,2
AMB-002,2026-02-12,stockout,3
AMB-002,2026-02-15,delivery_surge,2
AMB-002,2025-06-26,stockout,2
AMB-002,2025-06-28,delivery_surge,2
AMB-002,2024-11-03,promo_spike,3
AMB-002,2025-11-16,promo_spike,3
AMB-002,2025-03-05,promo_spike,3
AMB-002,2025-01-20,promo_spike,3
AMB-002,2026-02-23,promo_spike,3
AMB-002,2026-02-02,promo_spike,3
AMB-002,2025-09-22,promo_spike,3
AMB-003,2025-03-07,stockout,2
AMB-003,2025-03-09,delivery_surge,2
AMB-003,2026-04-22,stockout,2
AMB-003,2026-04-24,delivery_surge,2
AMB-003,2024-08-06,stockout,1
AMB-003,2024-08-07,delivery_surge,2
AMB-003,2025-02-19,stockout,1
AMB-003,2025-02-20,delivery_surge,2
AMB-003,2025-03-28,stockout,2
AMB-003,2025-03-30,delivery_surge,2
AMB-003,2025-11-02,stockout,2
AMB-003,2025-11-04,delivery_surge,2
AMB-003,2025-04-01,stockout,3
AMB-003,2025-04-04,delivery_surge,2
AMB-003,2024-07-02,stockout,2
AMB-003,2024-07-04,delivery_surge,2
AMB-003,2024-12-12,promo_spike,3
AMB-003,2025-09-22,promo_spike,3
AMB-003,2025-07-19,promo_spike,3
AMB-003,2025-10-12,promo_spike,3
AMB-003,2024-08-04,promo_spike,3
AMB-003,2026-04-10,promo_spike,3
AMB-003,2024-08-21,promo_spike,3
AMB-004,2025-01-27,stockout,1
AMB-004,2025-01-28,delivery_surge,2
AMB-004,2025-07-20,stockout,1
AMB-004,2025-07-21,delivery_surge,2
AMB-004,2025-09-13,stockout,2
AMB-004,2025-09-15,delivery_surge,2
AMB-004,2024-07-22,stockout,1
AMB-004,2024-07-23,delivery_surge,2
AMB-004,2025-03-31,stockout,1
AMB-004,2025-04-01,delivery_surge,2
AMB-004,2024-10-04,stockout,1
AMB-004,2024-10-05,delivery_surge,2
AMB-004,2025-07-14,promo_spike,3
AMB-004,2025-06-13,promo_spike,3
AMB-004,2025-12-12,promo_spike,3
AMB-004,2024-11-19,promo_spike,3
AMB-004,2024-07-14,promo_spike,3
AMB-004,2025-01-26,promo_spike,3
AMB-005,2025-12-25,stockout,1
AMB-005,2025-12-26,delivery_surge,2
AMB-005,2024-08-11,stockout,3
AMB-005,2024-08-14,delivery_surge,2
AMB-005,2025-04-14,stockout,1
AMB-005,2025-04-15,delivery_surge,2
AMB-005,2025-12-01,stockout,1
AMB-005,2025-12-02,delivery_surge,2
AMB-005,2025-08-26,stockout,2
AMB-005,2025-08-28,delivery_surge,2
AMB-005,2024-09-07,stockout,1
AMB-005,2024-09-08,delivery_surge,2
AMB-005,2024-06-30,stockout,1
AMB-005,2024-07-01,delivery_surge,2
AMB-005,2026-01-16,stockout,2
AMB-005,2026-01-18,delivery_surge,2
AMB-005,2025-01-01,stockout,2
AMB-005,2025-01-03,delivery_surge,2
AMB-005,2025-10-31,stockout,1
AMB-005,2025-11-01,delivery_surge,2
AMB-005,2024-09-15,promo_spike,3
AMB-005,2025-03-24,promo_spike,3
AMB-005,2025-04-17,promo_spike,3
AMB-005,2026-03-02,promo_spike,3
AMB-005,2026-03-26,promo_spike,3
AMB-005,2025-07-22,promo_spike,3
AMB-005,2025-04-03,promo_spike,3
AMB-005,2024-10-04,promo_spike,3
AMB-006,2026-04-24,stockout,3
AMB-006,2026-04-27,delivery_surge,2
AMB-006,2026-01-21,stockout,3
AMB-006,2026-01-24,delivery_surge,2
AMB-006,2025-08-09,stockout,2
AMB-006,2025-08-11,delivery_surge,2
AMB-006,2024-07-19,stockout,3
AMB-006,2024-07-22,delivery_surge,2
AMB-006,2025-11-07,stockout,3
AMB-006,2025-11-10,delivery_surge,2
AMB-006,2025-06-13,stockout,3
AMB-006,2025-06-16,delivery_surge,2
AMB-006,2026-02-11,stockout,2
AMB-006,2026-02-13,delivery_surge,2
AMB-006,2025-11-09,stockout,1
AMB-006,2025-11-10,delivery_surge,2
AMB-006,2025-05-17,promo_spike,3
AMB-006,2025-04-17,promo_spike,3
AMB-006,2025-01-01,promo_spike,3
AMB-006,2024-11-09,promo_spike,3
AMB-006,2025-04-23,promo_spike,3
AMB-006,2024-10-14,promo_spike,3
AMB-006,2026-02-23,promo_spike,3
AMB-007,2025-05-26,stockout,1
AMB-007,2025-05-27,delivery_surge,2
AMB-007,2026-03-26,stockout,1
AMB-007,2026-03-27,delivery_surge,2
AMB-007,2024-07-22,stockout,1
AMB-007,2024-07-23,delivery_surge,2
AMB-007,2025-03-23,stockout,2
AMB-007,2025-03-25,delivery_surge,2
AMB-007,2025-12-23,stockout,3
AMB-007,2025-12-26,delivery_surge,2
AMB-007,2026-03-20,stockout,3
AMB-007,2026-03-23,delivery_surge,2
AMB-007,2025-11-01,stockout,1
AMB-007,2025-11-02,delivery_surge,2
AMB-007,2025-10-26,stockout,3
AMB-007,2025-10-29,delivery_surge,2
AMB-007,2025-12-17,promo_spike,3
AMB-007,2024-11-02,promo_spike,3
AMB-007,2024-10-04,promo_spike,3
AMB-007,2025-05-19,promo_spike,3
AMB-007,2026-02-11,promo_spike,3
AMB-007,2025-04-06,promo_spike,3
AMB-008,2026-02-16,stockout,2
AMB-008,2026-02-18,delivery_surge,2
AMB-008,2025-05-19,stockout,3
AMB-008,2025-05-22,delivery_surge,2
AMB-008,2025-04-16,stockout,1
AMB-008,2025-04-17,delivery_surge,2
AMB-008,2025-07-06,stockout,2
AMB-008,2025-07-08,delivery_surge,2
AMB-008,2024-11-26,stockout,1
AMB-008,2024-11-27,delivery_surge,2
AMB-008,2024-06-08,stockout,2
AMB-008,2024-06-10,delivery_surge,2
AMB-008,2024-12-17,stockout,3
AMB-008,2024-12-20,delivery_surge,2
AMB-008,2025-03-03,stockout,3
AMB-008,2025-03-06,delivery_surge,2
AMB-008,2024-12-24,stockout,1
AMB-008,2024-12-25,delivery_surge,2
AMB-008,2026-04-04,stockout,2
AMB-008,2026-04-06,delivery_surge,2
AMB-008,2024-08-14,promo_spike,3
AMB-008,2025-11-24,promo_spike,3
AMB-008,2025-11-20,promo_spike,3
AMB-008,2024-09-04,promo_spike,3
AMB-008,2025-12-14,promo_spike,3
AMB-008,2025-05-17,promo_spike,3
AMB-008,2025-03-18,promo_spike,3
AMB-009,2024-12-03,stockout,2
AMB-009,2024-12-05,delivery_surge,2
AMB-009,2026-02-17,stockout,2
AMB-009,2026-02-19,delivery_surge,2
AMB-009,2025-03-03,stockout,1
AMB-009,2025-03-04,delivery_surge,2
AMB-009,2025-12-25,stockout,2
AMB-009,2025-12-27,delivery_surge,2
AMB-009,2024-09-13,stockout,2
AMB-009,2024-09-15,delivery_surge,2
AMB-009,2025-04-18,stockout,1
AMB-009,2025-04-19,delivery_surge,2
AMB-009,2025-06-06,stockout,2
AMB-009,2025-06-08,delivery_surge,2
AMB-009,2025-07-12,promo_spike,3
AMB-009,2025-04-13,promo_spike,3
AMB-009,2025-11-20,promo_spike,3
AMB-009,2024-07-05,promo_spike,3
AMB-009,2025-10-28,promo_spike,3
AMB-009,2024-12-12,promo_spike,3
AMB-009,2025-12-21,promo_spike,3
AMB-009,2025-10-22,promo_spike,3
AMB-010,2025-11-01,stockout,1
AMB-010,2025-11-02,delivery_surge,2
AMB-010,2024-12-18,stockout,3
AMB-010,2024-12-21,delivery_surge,2
AMB-010,2025-12-04,stockout,2
AMB-010,2025-12-06,delivery_surge,2
