date,sku_id,sku_name,zone,demand
2024-07-31,FRZ-001,Findus Épinards 1kg,FROZEN,11
2024-08-01,FRZ-001,Findus Épinards 1kg,FROZEN,14
2024-08-02,FRZ-001,Findus Épinards 1kg,FROZEN,20
2024-08-03,FRZ-001,Findus Épinards 1kg,FROZEN,24
2024-08-04,FRZ-001,Findus Épinards 1kg,FROZEN,11
2024-08-05,FRZ-001,Findus Épinards 1kg,FROZEN,14
2024-08-06,FRZ-001,Findus Épinards 1kg,FROZEN,12
2024-08-07,FRZ-001,Findus Épinards 1kg,FROZEN,15
2024-08-08,FRZ-001,Findus Épinards 1kg,FROZEN,12
2024-08-09,FRZ-001,Findus Épinards 1kg,FROZEN,19
2024-08-10,FRZ-001,Findus Épinards 1kg,FROZEN,24
2024-08-11,FRZ-001,Findus Épinards 1kg,FROZEN,8
2024-08-12,FRZ-001,Findus Épinards 1kg,FROZEN,14
2024-08-13,FRZ-001,Findus Épinards 1kg,FROZEN,11
2024-08-14,FRZ-001,Findus Épinards 1kg,FROZEN,18
2024-08-15,FRZ-001,Findus Épinards 1kg,FROZEN,14
2024-08-16,FRZ-001,Findus Épinards 1kg,FROZEN,27
2024-08-17,FRZ-001,Findus Épinards 1kg,FROZEN,21
2024-08-18,FRZ-001,Findus Épinards 1kg,FROZEN,7
2024-08-19,FRZ-001,Findus Épinards 1kg,FROZEN,10
2024-08-20,FRZ-001,Findus Épinards 1kg,FROZEN,16
2024-08-21,FRZ-001,Findus Épinards 1kg,FROZEN,11
2024-08-22,FRZ-001,Findus Épinards 1kg,FROZEN,39
2024-08-23,FRZ-001,Findus Épinards 1kg,FROZEN,47
2024-08-24,FRZ-001,Findus Épinards 1kg,FROZEN,57
2024-08-25,FRZ-001,Findus Épinards 1kg,FROZEN,7
2024-08-26,FRZ-001,Findus Épinards 1kg,FROZEN,11
2024-08-27,FRZ-001,Findus Épinards 1kg,FROZEN,16
2024-08-28,FRZ-001,Findus Épinards 1kg,FROZEN,15
2024-08-29,FRZ-001,Findus Épinards 1kg,FROZEN,17
2024-08-30,FRZ-001,Findus Épinards 1kg,FROZEN,24
2024-08-31,FRZ-001,Findus Épinards 1kg,FROZEN,21
2024-09-01,FRZ-001,Findus Épinards 1kg,FROZEN,9
2024-09-02,FRZ-001,Findus Épinards 1kg,FROZEN,11
2024-09-03,FRZ-001,Findus Épinards 1kg,FROZEN,17
2024-09-04,FRZ-001,Findus Épinards 1kg,FROZEN,13
2024-09-05,FRZ-001,Findus Épinards 1kg,FROZEN,18
2024-09-06,FRZ-001,Findus Épinards 1kg,FROZEN,27
2024-09-07,FRZ-001,Findus Épinards 1kg,FROZEN,25
2024-09-08,FRZ-001,Findus Épinards 1kg,FROZEN,13
2024-09-09,FRZ-001,Findus Épinards 1kg,FROZEN,14
2024-09-10,FRZ-001,Findus Épinards 1kg,FROZEN,19
2024-09-11,FRZ-001,Findus Épinards 1kg,FROZEN,17
2024-09-12,FRZ-001,Findus Épinards 1kg,FROZEN,16
2024-09-13,FRZ-001,Findus Épinards 1kg,FROZEN,23
2024-09-14,FRZ-001,Findus Épinards 1kg,FROZEN,18
2024-09-15,FRZ-001,Findus Épinards 1kg,FROZEN,13
2024-09-16,FRZ-001,Findus Épinards 1kg,FROZEN,17
2024-09-17,FRZ-001,Findus Épinards 1kg,FROZEN,18
2024-09-18,FRZ-001,Findus Épinards 1kg,FROZEN,19
2024-09-19,FRZ-001,Findus Épinards 1kg,FROZEN,19
2024-09-20,FRZ-001,Findus Épinards 1kg,FROZEN,29
2024-09-21,FRZ-001,Findus Épinards 1kg,FROZEN,23
2024-09-22,FRZ-001,Findus Épinards 1kg,FROZEN,10
2024-09-23,FRZ-001,Findus Épinards 1kg,FROZEN,14
2024-09-24,FRZ-001,Findus Épinards 1kg,FROZEN,16
2024-09-25,FRZ-001,Findus Épinards 1kg,FROZEN,16
2024-09-26,FRZ-001,Findus Épinards 1kg,FROZEN,19
2024-09-27,FRZ-001,Findus Épinards 1kg,FROZEN,27
2024-09-28,FRZ-001,Findus Épinards 1kg,FROZEN,30
2024-09-29,FRZ-001,Findus Épinards 1kg,FROZEN,11
2024-09-30,FRZ-001,Findus Épinards 1kg,FROZEN,15
2024-10-01,FRZ-001,Findus Épinards 1kg,FROZEN,19
2024-10-02,FRZ-001,Findus Épinards 1kg,FROZEN,21
2024-10-03,FRZ-001,Findus Épinards 1kg,FROZEN,15
2024-10-04,FRZ-001,Findus Épinards 1kg,FROZEN,22
2024-10-05,FRZ-001,Findus Épinards 1kg,FROZEN,29
2024-10-06,FRZ-001,Findus Épinards 1kg,FROZEN,9
2024-10-07,FRZ-001,Findus Épinards 1kg,FROZEN,14
2024-10-08,FRZ-001,Findus Épinards 1kg,FROZEN,16
2024-10-09,FRZ-001,Findus Épinards 1kg,FROZEN,20
2024-10-10,FRZ-001,Findus Épinards 1kg,FROZEN,11
2024-10-11,FRZ-001,Findus Épinards 1kg,FROZEN,29
2024-10-12,FRZ-001,Findus Épinards 1kg,FROZEN,32
2024-10-13,FRZ-001,Findus Épinards 1kg,FROZEN,13
2024-10-14,FRZ-001,Findus Épinards 1kg,FROZEN,16
2024-10-15,FRZ-001,Findus Épinards 1kg,FROZEN,17
2024-10-16,FRZ-001,Findus Épinards 1kg,FROZEN,20
2024-10-17,FRZ-001,Findus Épinards 1kg,FROZEN,17
2024-10-18,FRZ-001,Findus Épinards 1kg,FROZEN,25
2024-10-19,FRZ-001,Findus Épinards 1kg,FROZEN,32
2024-10-20,FRZ-001,Findus Épinards 1kg,FROZEN,12
2024-10-21,FRZ-001,Findus Épinards 1kg,FROZEN,16
2024-10-22,FRZ-001,Findus Épinards 1kg,FROZEN,19
2024-10-23,FRZ-001,Findus Épinards 1kg,FROZEN,20
2024-10-24,FRZ-001,Findus Épinards 1kg,FROZEN,19
2024-10-25,FRZ-001,Findus Épinards 1kg,FROZEN,25
2024-10-26,FRZ-001,Findus Épinards 1kg,FROZEN,33
2024-10-27,FRZ-001,Findus Épinards 1kg,FROZEN,13
2024-10-28,FRZ-001,Findus Épinards 1kg,FROZEN,14
2024-10-29,FRZ-001,Findus Épinards 1kg,FROZEN,17
2024-10-30,FRZ-001,Findus Épinards 1kg,FROZEN,18
2024-10-31,FRZ-001,Findus Épinards 1kg,FROZEN,22
2024-11-01,FRZ-001,Findus Épinards 1kg,FROZEN,34
2024-11-02,FRZ-001,Findus Épinards 1kg,FROZEN,26
2024-11-03,FRZ-001,Findus Épinards 1kg,FROZEN,9
2024-11-04,FRZ-001,Findus Épinards 1kg,FROZEN,13
2024-11-05,FRZ-001,Findus Épinards 1kg,FROZEN,15
2024-11-06,FRZ-001,Findus Épinards 1kg,FROZEN,20
2024-11-07,FRZ-001,Findus Épinards 1kg,FROZEN,18
2024-11-08,FRZ-001,Findus Épinards 1kg,FROZEN,26
2024-11-09,FRZ-001,Findus Épinards 1kg,FROZEN,30
2024-11-10,FRZ-001,Findus Épinards 1kg,FROZEN,10
2024-11-11,FRZ-001,Findus Épinards 1kg,FROZEN,14
2024-11-12,FRZ-001,Findus Épinards 1kg,FROZEN,18
2024-11-13,FRZ-001,Findus Épinards 1kg,FROZEN,16
2024-11-14,FRZ-001,Findus Épinards 1kg,FROZEN,18
2024-11-15,FRZ-001,Findus Épinards 1kg,FROZEN,23
2024-11-16,FRZ-001,Findus Épinards 1kg,FROZEN,29
2024-11-17,FRZ-001,Findus Épinards 1kg,FROZEN,14
2024-11-18,FRZ-001,Findus Épinards 1kg,FROZEN,15
2024-11-19,FRZ-001,Findus Épinards 1kg,FROZEN,16
2024-11-20,FRZ-001,Findus Épinards 1kg,FROZEN,13
2024-11-21,FRZ-001,Findus Épinards 1kg,FROZEN,17
2024-11-22,FRZ-001,Findus Épinards 1kg,FROZEN,30
2024-11-23,FRZ-001,Findus Épinards 1kg,FROZEN,24
2024-11-24,FRZ-001,Findus Épinards 1kg,FROZEN,11
2024-11-25,FRZ-001,Findus Épinards 1kg,FROZEN,11
2024-11-26,FRZ-001,Findus Épinards 1kg,FROZEN,15
2024-11-27,FRZ-001,Findus Épinards 1kg,FROZEN,20
2024-11-28,FRZ-001,Findus Épinards 1kg,FROZEN,24
2024-11-29,FRZ-001,Findus Épinards 1kg,FROZEN,26
2024-11-30,FRZ-001,Findus Épinards 1kg,FROZEN,25
2024-12-01,FRZ-001,Findus Épinards 1kg,FROZEN,8
2024-12-02,FRZ-001,Findus Épinards 1kg,FROZEN,13
2024-12-03,FRZ-001,Findus Épinards 1kg,FROZEN,13
2024-12-04,FRZ-001,Findus Épinards 1kg,FROZEN,17
2024-12-05,FRZ-001,Findus Épinards 1kg,FROZEN,21
2024-12-06,FRZ-001,Findus Épinards 1kg,FROZEN,24
2024-12-07,FRZ-001,Findus Épinards 1kg,FROZEN,25
2024-12-08,FRZ-001,Findus Épinards 1kg,FROZEN,11
2024-12-09,FRZ-001,Findus Épinards 1kg,FROZEN,19
2024-12-10,FRZ-001,Findus Épinards 1kg,FROZEN,19
2024-12-11,FRZ-001,Findus Épinards 1kg,FROZEN,15
2024-12-12,FRZ-001,Findus Épinards 1kg,FROZEN,21
2024-12-13,FRZ-001,Findus Épinards 1kg,FROZEN,23
2024-12-14,FRZ-001,Findus Épinards 1kg,FROZEN,19
2024-12-15,FRZ-001,Findus Épinards 1kg,FROZEN,19
2024-12-16,FRZ-001,Findus Épinards 1kg,FROZEN,14
2024-12-17,FRZ-001,Findus Épinards 1kg,FROZEN,21
2024-12-18,FRZ-001,Findus Épinards 1kg,FROZEN,21
2024-12-19,FRZ-001,Findus Épinards 1kg,FROZEN,27
2024-12-20,FRZ-001,Findus Épinards 1kg,FROZEN,32
2024-12-21,FRZ-001,Findus Épinards 1kg,FROZEN,40
2024-12-22,FRZ-001,Findus Épinards 1kg,FROZEN,16
2024-12-23,FRZ-001,Findus Épinards 1kg,FROZEN,16
2024-12-24,FRZ-001,Findus Épinards 1kg,FROZEN,20
2024-12-25,FRZ-001,Findus Épinards 1kg,FROZEN,29
2024-12-26,FRZ-001,Findus Épinards 1kg,FROZEN,28
2024-12-27,FRZ-001,Findus Épinards 1kg,FROZEN,35
2024-12-28,FRZ-001,Findus Épinards 1kg,FROZEN,38
2024-12-29,FRZ-001,Findus Épinards 1kg,FROZEN,19
2024-12-30,FRZ-001,Findus Épinards 1kg,FROZEN,22
2024-12-31,FRZ-001,Findus Épinards 1kg,FROZEN,21
2025-01-01,FRZ-001,Findus Épinards 1kg,FROZEN,23
2025-01-02,FRZ-001,Findus Épinards 1kg,FROZEN,36
2025-01-03,FRZ-001,Findus Épinards 1kg,FROZEN,37
2025-01-04,FRZ-001,Findus Épinards 1kg,FROZEN,43
2025-01-05,FRZ-001,Findus Épinards 1kg,FROZEN,17
2025-01-06,FRZ-001,Findus Épinards 1kg,FROZEN,15
2025-01-07,FRZ-001,Findus Épinards 1kg,FROZEN,14
2025-01-08,FRZ-001,Findus Épinards 1kg,FROZEN,20
2025-01-09,FRZ-001,Findus Épinards 1kg,FROZEN,19
2025-01-10,FRZ-001,Findus Épinards 1kg,FROZEN,25
2025-01-11,FRZ-001,Findus Épinards 1kg,FROZEN,27
2025-01-12,FRZ-001,Findus Épinards 1kg,FROZEN,9
2025-01-13,FRZ-001,Findus Épinards 1kg,FROZEN,17
2025-01-14,FRZ-001,Findus Épinards 1kg,FROZEN,19
2025-01-15,FRZ-001,Findus Épinards 1kg,FROZEN,20
2025-01-16,FRZ-001,Findus Épinards 1kg,FROZEN,20
2025-01-17,FRZ-001,Findus Épinards 1kg,FROZEN,30
2025-01-18,FRZ-001,Findus Épinards 1kg,FROZEN,27
2025-01-19,FRZ-001,Findus Épinards 1kg,FROZEN,9
2025-01-20,FRZ-001,Findus Épinards 1kg,FROZEN,14
2025-01-21,FRZ-001,Findus Épinards 1kg,FROZEN,15
2025-01-22,FRZ-001,Findus Épinards 1kg,FROZEN,15
2025-01-23,FRZ-001,Findus Épinards 1kg,FROZEN,0
2025-01-24,FRZ-001,Findus Épinards 1kg,FROZEN,41
2025-01-25,FRZ-001,Findus Épinards 1kg,FROZEN,47
2025-01-26,FRZ-001,Findus Épinards 1kg,FROZEN,11
2025-01-27,FRZ-001,Findus Épinards 1kg,FROZEN,12
2025-01-28,FRZ-001,Findus Épinards 1kg,FROZEN,18
2025-01-29,FRZ-001,Findus Épinards 1kg,FROZEN,20
2025-01-30,FRZ-001,Findus Épinards 1kg,FROZEN,13
2025-01-31,FRZ-001,Findus Épinards 1kg,FROZEN,27
2025-02-01,FRZ-001,Findus Épinards 1kg,FROZEN,31
2025-02-02,FRZ-001,Findus Épinards 1kg,FROZEN,12
2025-02-03,FRZ-001,Findus Épinards 1kg,FROZEN,17
2025-02-04,FRZ-001,Findus Épinards 1kg,FROZEN,18
2025-02-05,FRZ-001,Findus Épinards 1kg,FROZEN,17
2025-02-06,FRZ-001,Findus Épinards 1kg,FROZEN,19
2025-02-07,FRZ-001,Findus Épinards 1kg,FROZEN,26
2025-02-08,FRZ-001,Findus Épinards 1kg,FROZEN,18
2025-02-09,FRZ-001,Findus Épinards 1kg,FROZEN,8
2025-02-10,FRZ-001,Findus Épinards 1kg,FROZEN,14
2025-02-11,FRZ-001,Findus Épinards 1kg,FROZEN,15
2025-02-12,FRZ-001,Findus Épinards 1kg,FROZEN,15
2025-02-13,FRZ-001,Findus Épinards 1kg,FROZEN,20
2025-02-14,FRZ-001,Findus Épinards 1kg,FROZEN,30
2025-02-15,FRZ-001,Findus Épinards 1kg,FROZEN,32
2025-02-16,FRZ-001,Findus Épinards 1kg,FROZEN,12
2025-02-17,FRZ-001,Findus Épinards 1kg,FROZEN,16
2025-02-18,FRZ-001,Findus Épinards 1kg,FROZEN,15
2025-02-19,FRZ-001,Findus Épinards 1kg,FROZEN,20
2025-02-20,FRZ-001,Findus Épinards 1kg,FROZEN,17
2025-02-21,FRZ-001,Findus Épinards 1kg,FROZEN,24
2025-02-22,FRZ-001,Findus Épinards 1kg,FROZEN,26
2025-02-23,FRZ-001,Findus Épinards 1kg,FROZEN,10
2025-02-24,FRZ-001,Findus Épinards 1kg,FROZEN,20
2025-02-25,FRZ-001,Findus Épinards 1kg,FROZEN,20
2025-02-26,FRZ-001,Findus Épinards 1kg,FROZEN,18
2025-02-27,FRZ-001,Findus Épinards 1kg,FROZEN,19
2025-02-28,FRZ-001,Findus Épinards 1kg,FROZEN,28
2025-03-01,FRZ-001,Findus Épinards 1kg,FROZEN,25
2025-03-02,FRZ-001,Findus Épinards 1kg,FROZEN,10
2025-03-03,FRZ-001,Findus Épinards 1kg,FROZEN,15
2025-03-04,FRZ-001,Findus Épinards 1kg,FROZEN,16
2025-03-05,FRZ-001,Findus Épinards 1kg,FROZEN,31
2025-03-06,FRZ-001,Findus Épinards 1kg,FROZEN,0
2025-03-07,FRZ-001,Findus Épinards 1kg,FROZEN,0
2025-03-08,FRZ-001,Findus Épinards 1kg,FROZEN,38
2025-03-09,FRZ-001,Findus Épinards 1kg,FROZEN,19
2025-03-10,FRZ-001,Findus Épinards 1kg,FROZEN,12
2025-03-11,FRZ-001,Findus Épinards 1kg,FROZEN,19
2025-03-12,FRZ-001,Findus Épinards 1kg,FROZEN,18
2025-03-13,FRZ-001,Findus Épinards 1kg,FROZEN,18
2025-03-14,FRZ-001,Findus Épinards 1kg,FROZEN,27
2025-03-15,FRZ-001,Findus Épinards 1kg,FROZEN,29
2025-03-16,FRZ-001,Findus Épinards 1kg,FROZEN,12
2025-03-17,FRZ-001,Findus Épinards 1kg,FROZEN,19
2025-03-18,FRZ-001,Findus Épinards 1kg,FROZEN,13
2025-03-19,FRZ-001,Findus Épinards 1kg,FROZEN,23
2025-03-20,FRZ-001,Findus Épinards 1kg,FROZEN,24
2025-03-21,FRZ-001,Findus Épinards 1kg,FROZEN,29
2025-03-22,FRZ-001,Findus Épinards 1kg,FROZEN,29
2025-03-23,FRZ-001,Findus Épinards 1kg,FROZEN,13
2025-03-24,FRZ-001,Findus Épinards 1kg,FROZEN,15
2025-03-25,FRZ-001,Findus Épinards 1kg,FROZEN,19
2025-03-26,FRZ-001,Findus Épinards 1kg,FROZEN,19
2025-03-27,FRZ-001,Findus Épinards 1kg,FROZEN,20
2025-03-28,FRZ-001,Findus Épinards 1kg,FROZEN,21
2025-03-29,FRZ-001,Findus Épinards 1kg,FROZEN,31
2025-03-30,FRZ-001,Findus Épinards 1kg,FROZEN,10
2025-03-31,FRZ-001,Findus Épinards 1kg,FROZEN,15
2025-04-01,FRZ-001,Findus Épinards 1kg,FROZEN,17
2025-04-02,FRZ-001,Findus Épinards 1kg,FROZEN,21
2025-04-03,FRZ-001,Findus Épinards 1kg,FROZEN,17
2025-04-04,FRZ-001,Findus Épinards 1kg,FROZEN,29
2025-04-05,FRZ-001,Findus Épinards 1kg,FROZEN,26
2025-04-06,FRZ-001,Findus Épinards 1kg,FROZEN,12
2025-04-07,FRZ-001,Findus Épinards 1kg,FROZEN,14
2025-04-08,FRZ-001,Findus Épinards 1kg,FROZEN,20
2025-04-09,FRZ-001,Findus Épinards 1kg,FROZEN,15
2025-04-10,FRZ-001,Findus Épinards 1kg,FROZEN,20
2025-04-11,FRZ-001,Findus Épinards 1kg,FROZEN,23
2025-04-12,FRZ-001,Findus Épinards 1kg,FROZEN,27
2025-04-13,FRZ-001,Findus Épinards 1kg,FROZEN,13
2025-04-14,FRZ-001,Findus Épinards 1kg,FROZEN,16
2025-04-15,FRZ-001,Findus Épinards 1kg,FROZEN,20
2025-04-16,FRZ-001,Findus Épinards 1kg,FROZEN,18
2025-04-17,FRZ-001,Findus Épinards 1kg,FROZEN,20
2025-04-18,FRZ-001,Findus Épinards 1kg,FROZEN,31
2025-04-19,FRZ-001,Findus Épinards 1kg,FROZEN,26
2025-04-20,FRZ-001,Findus Épinards 1kg,FROZEN,9
2025-04-21,FRZ-001,Findus Épinards 1kg,FROZEN,18
2025-04-22,FRZ-001,Findus Épinards 1kg,FROZEN,19
2025-04-23,FRZ-001,Findus Épinards 1kg,FROZEN,18
2025-04-24,FRZ-001,Findus Épinards 1kg,FROZEN,15
2025-04-25,FRZ-001,Findus Épinards 1kg,FROZEN,23
2025-04-26,FRZ-001,Findus Épinards 1kg,FROZEN,27
2025-04-27,FRZ-001,Findus Épinards 1kg,FROZEN,12
2025-04-28,FRZ-001,Findus Épinards 1kg,FROZEN,14
2025-04-29,FRZ-001,Findus Épinards 1kg,FROZEN,20
2025-04-30,FRZ-001,Findus Épinards 1kg,FROZEN,18
2025-05-01,FRZ-001,Findus Épinards 1kg,FROZEN,20
2025-05-02,FRZ-001,Findus Épinards 1kg,FROZEN,20
2025-05-03,FRZ-001,Findus Épinards 1kg,FROZEN,33
2025-05-04,FRZ-001,Findus Épinards 1kg,FROZEN,9
2025-05-05,FRZ-001,Findus Épinards 1kg,FROZEN,15
2025-05-06,FRZ-001,Findus Épinards 1kg,FROZEN,20
2025-05-07,FRZ-001,Findus Épinards 1kg,FROZEN,19
2025-05-08,FRZ-001,Findus Épinards 1kg,FROZEN,16
2025-05-09,FRZ-001,Findus Épinards 1kg,FROZEN,26
2025-05-10,FRZ-001,Findus Épinards 1kg,FROZEN,32
2025-05-11,FRZ-001,Findus Épinards 1kg,FROZEN,11
2025-05-12,FRZ-001,Findus Épinards 1kg,FROZEN,11
2025-05-13,FRZ-001,Findus Épinards 1kg,FROZEN,20
2025-05-14,FRZ-001,Findus Épinards 1kg,FROZEN,17
2025-05-15,FRZ-001,Findus Épinards 1kg,FROZEN,20
2025-05-16,FRZ-001,Findus Épinards 1kg,FROZEN,32
2025-05-17,FRZ-001,Findus Épinards 1kg,FROZEN,30
2025-05-18,FRZ-001,Findus Épinards 1kg,FROZEN,11
2025-05-19,FRZ-001,Findus Épinards 1kg,FROZEN,12
2025-05-20,FRZ-001,Findus Épinards 1kg,FROZEN,19
2025-05-21,FRZ-001,Findus Épinards 1kg,FROZEN,20
2025-05-22,FRZ-001,Findus Épinards 1kg,FROZEN,18
2025-05-23,FRZ-001,Findus Épinards 1kg,FROZEN,20
2025-05-24,FRZ-001,Findus Épinards 1kg,FROZEN,31
2025-05-25,FRZ-001,Findus Épinards 1kg,FROZEN,12
2025-05-26,FRZ-001,Findus Épinards 1kg,FROZEN,11
2025-05-27,FRZ-001,Findus Épinards 1kg,FROZEN,16
2025-05-28,FRZ-001,Findus Épinards 1kg,FROZEN,17
2025-05-29,FRZ-001,Findus Épinards 1kg,FROZEN,18
2025-05-30,FRZ-001,Findus Épinards 1kg,FROZEN,27
2025-05-31,FRZ-001,Findus Épinards 1kg,FROZEN,30
2025-06-01,FRZ-001,Findus Épinards 1kg,FROZEN,10
2025-06-02,FRZ-001,Findus Épinards 1kg,FROZEN,13
2025-06-03,FRZ-001,Findus Épinards 1kg,FROZEN,19
2025-06-04,FRZ-001,Findus Épinards 1kg,FROZEN,19
2025-06-05,FRZ-001,Findus Épinards 1kg,FROZEN,19
2025-06-06,FRZ-001,Findus Épinards 1kg,FROZEN,29
2025-06-07,FRZ-001,Findus Épinards 1kg,FROZEN,0
2025-06-08,FRZ-001,Findus Épinards 1kg,FROZEN,0
2025-06-09,FRZ-001,Findus Épinards 1kg,FROZEN,0
2025-06-10,FRZ-001,Findus Épinards 1kg,FROZEN,27
2025-06-11,FRZ-001,Findus Épinards 1kg,FROZEN,29
2025-06-12,FRZ-001,Findus Épinards 1kg,FROZEN,19
2025-06-13,FRZ-001,Findus Épinards 1kg,FROZEN,23
2025-06-14,FRZ-001,Findus Épinards 1kg,FROZEN,33
2025-06-15,FRZ-001,Findus Épinards 1kg,FROZEN,12
2025-06-16,FRZ-001,Findus Épinards 1kg,FROZEN,13
2025-06-17,FRZ-001,Findus Épinards 1kg,FROZEN,21
2025-06-18,FRZ-001,Findus Épinards 1kg,FROZEN,22
2025-06-19,FRZ-001,Findus Épinards 1kg,FROZEN,14
2025-06-20,FRZ-001,Findus Épinards 1kg,FROZEN,25
2025-06-21,FRZ-001,Findus Épinards 1kg,FROZEN,26
2025-06-22,FRZ-001,Findus Épinards 1kg,FROZEN,10
2025-06-23,FRZ-001,Findus Épinards 1kg,FROZEN,14
2025-06-24,FRZ-001,Findus Épinards 1kg,FROZEN,16
2025-06-25,FRZ-001,Findus Épinards 1kg,FROZEN,15
2025-06-26,FRZ-001,Findus Épinards 1kg,FROZEN,21
2025-06-27,FRZ-001,Findus Épinards 1kg,FROZEN,28
2025-06-28,FRZ-001,Findus Épinards 1kg,FROZEN,24
2025-06-29,FRZ-001,Findus Épinards 1kg,FROZEN,14
2025-06-30,FRZ-001,Findus Épinards 1kg,FROZEN,15
2025-07-01,FRZ-001,Findus Épinards 1kg,FROZEN,18
